"property_id","price"
"d56159653f5d2abc5ed5acd7",5.6e+08
"45550aa81c0151f1fd9fd8fe",8.4e+08
"735deef3382aa15930482f3e",6.3e+08
"0dd49fa8bb7be52b851c6dc9",3.2e+09
"7d3220a91e78f8bc2924d1cd",9.6e+08
"d3054072b2175deec2c1f8dc",5.5e+08
"b7574b06d593fca4eac59815",5.7e+08
"79e822115c5c1a4531366001",6e+08
"d3ed5316a463d38c1bd321d0",8.3e+08
"2f1880c9b8f7ac2715e1236d",5.9e+08
"dcca1c7f109175760ff531c6",7.5e+08
"dfc4f3facf91bbd93ee0fa4d",9.1e+08
"30e134a6cbe61d7954d0f56b",4.9e+08
"385fee7bd9ad7722d45dd034",4.6e+08
"87199c236bf22903d1aafdd0",4.6e+08
"19e19ad0cd6b5e84d8aa970e",6.1e+08
"907f968e78d748fde69dd44f",7.5e+08
"be094e5db0f784e3aa013aae",4.6e+08
"7ab96f83915bc84f8c03c1bd",4.4e+08
"07f4aa9b9ff5b0b05d31e6c0",7.7e+08
"e9be8cd37abed8ab510ba1f5",7e+08
"5f6ad58df27b562db077b5ce",6e+08
"ee96d947484aaace40f9b77f",6.1e+08
"15c4aef8401208054697b81e",8e+08
"22d6cb11333f2839b8112b89",9.1e+08
"288c09c33907dadbae495c11",1.11e+09
"f71d2bca0c5fe2720a1544c4",4.8e+08
"451744cf3ce55a98db8a3562",6e+08
"fba9ae05a6a8a9e0c6268a9f",6.2e+08
"1338e58f7dcebf5a1ea59388",4.3e+08
"a817e8da0ada143ac87277ee",5.7e+08
"46d8bb3e9a0ca584d3c7a317",6.5e+08
"b2506aa9463aebf01e1e00ca",6.6e+08
"7ec025b9b6e6f33bf65af41b",5.4e+08
"2ff531e27672ecd2362eed55",4.3e+08
"9b3cf0d1b91b9c6a2a887647",4.8e+08
"7db5291ce4602d9b2b266872",4.8e+08
"65d5918e826c33bb950fc008",4.9e+08
"395c34e4b8f52cbdb0522459",5.3e+08
"855f4b67d2bd6d18fd03d8e7",7.9e+08
"9ff06409b37e5b5dece4604a",6.7e+08
"0508cd7bd2c77ebb6fea1e56",3.5e+08
"b45fff2e718e54772d46a3fd",5.6e+08
"cf4d2297b73dbc357d21e31b",4.9e+08
"0ada7044c5b29925abc90879",6.6e+08
"6305f02255274ab5fb6bd39c",6e+08
"d9a94194ae1350512beff3e6",6.4e+08
"e3896296cb80d50d9ad3f903",6.5e+08
"6514f355887c64136edb5595",6.1e+08
"f03400cc18e12903b3ffbe5a",6.8e+08
"4e134600155a64783b3f8c3e",6.9e+08
"d63ebc63c82fbf66d8b6ffd3",7.8e+08
"1bd64811bd59706844230198",6.9e+08
"a83921284639eedd4a511cb6",6.1e+08
"a2f3f7a1cd573e2a33f52e2d",9.2e+08
"47344a66471fa51f61c64652",5.9e+08
"78fd849c9429091347d7e5c9",5.3e+08
"c3daf2abea55af99c9579319",9.5e+08
"52864916eb1984abca41ec66",8.1e+08
"c62494a9d7aede44f2f84023",8.8e+08
"a2b576643f7a032371587e5e",4.8e+08
"e53bc68f0e97ccead24f3e56",6.8e+08
"fd82c710aad91bc90af490fe",6.5e+08
"d436abc2ee37ba3dd561e940",6.5e+08
"216a598114a403676011cb51",4.3e+08
"ea230d5eccd2b687888173bb",4.7e+08
"18bd0dd7580f2a7cb19a90b9",5e+08
"b143c8ca6d334f6a73c3f2a0",5.4e+08
"ab388cb4fa511968783bafee",6.5e+08
"6a4f08cd04d558a56af732d9",5.1e+08
"7216c895aa047c4f405c4941",5.9e+08
"a493488dcd906dc74cf8a604",6.4e+08
"7844b0b2bc65dced90a355c6",6e+08
"c1976383069b6b82ab29d092",4.3e+08
"e5cfd99e2308b7b73581dbdc",7e+08
"c18c2ea88f4ac53970b53d2c",5.4e+08
"842c9f0e4edf1e5a672ce15e",7.5e+08
"7dd1e46dcbddc6bf5ef694de",3.8e+08
"6cc4f32b39180bd1ec7e117b",5.9e+08
"79e643789a85dc4ffad49a25",7.8e+08
"b3402a9173d289d6db78e09d",9.5e+08
"a446507813234e358db8b573",5.8e+08
"c8ef57ddfb35061d1876f94e",6e+08
"360be0df2c003005e3db080e",9.9e+08
"9ab245a4c91877cb7a8661ce",8.4e+08
"a57a34c7486e7a40e8deb316",6.1e+08
"ceba7d0f56f6cb03538962fb",8.2e+08
"d5475993f9db58c3e4baf7a3",6.8e+08
"d37a1dda09e30da13ff5bfc3",6.4e+08
"68a8b8d077a8232723bf37e9",6e+08
"e1eea7716ca6490b7640717a",5e+08
"4ae6d75b10848d259ecba576",6.5e+08
"17afbce5c0b56732abbea936",7.2e+08
"84a2673eccd3cf3bd7fd3eb0",8.1e+08
"f2f4e6cbafe527b155707f01",8.2e+08
"de2e3a592cda5b76c9573c5c",7.8e+08
"fac651cf404a58f24dc7d286",9.9e+08
"e6f312a0877af26b69855a3d",8.1e+08
"333a643c623a9bc75f3a40f2",9.2e+08
"64593641e470908ef23b46cb",5.9e+08
"ce9f2f0071be658ae75ca6f9",7.4e+08
"9ab385e399a4673732b6a799",6.8e+08
"3429c774b736cefc051e2c55",7e+08
"a51ad0372758b2bbfe73f8fd",7e+08
"8c801a266256e3fbabe7e3d2",4.3e+08
"ca2f81b8fb6fda20aefb0ccb",6.1e+08
"3c1b1f86087f9b99380e387c",6.7e+08
"b0cad5d612954b8cab18101c",7.8e+08
"7eb991f4c69215377e4dac8f",7.6e+08
"0d130b8bea4321300396fa34",1.02e+09
"8dfa059401e1dca80ae65ae1",8.2e+08
"3e3f264cd0ac7a65ed2349a2",8e+08
"112dce80bf512f3f24391d23",5.4e+08
"ff25ded6333278149f8fb68f",8.6e+08
"d555b82c192794e87e9d536f",7.4e+08
"a787382d96ef9fce8f27bc70",8.9e+08
"8c3aa295f7bcfd9a43eb2037",8.4e+08
"13ac95652fb3cf6c43dafc66",4.6e+08
"42fc6a80b882c32f6264ac10",4.4e+08
"1e9c53e09220d689a0210ab9",3.5e+08
"3348706086aa3db5c92259c3",4.2e+08
"66d402a9b7d05f29282ddb00",4.7e+08
"cf88be51d6f31c10e5868ff7",4.7e+08
"30b3f38716be209a894b0942",5.1e+08
"0a5908a92d0ba3e36f54b1f3",6.1e+08
"dd206b6ea2d7f6555109ea39",4.7e+08
"c641febd8bc2ece3e4d2d8b6",5.6e+08
"c11fdc02a288af0572a2bca1",6e+08
"35dc60a65969b264ab283d6d",6.3e+08
"d9cb0f637cd4feaaaf8a21c0",6.2e+08
"7e8dfae9a5f1faf8afa706f7",4.7e+08
"a280fe7610c254b935c9dcfc",4.8e+08
"85524880fdc4e4daf90e96fd",5e+08
"f361109d06f6609c16724b39",4.3e+08
"3f6b2f0c0876c21755369cb6",5e+08
"de26819064a290ce78d8fcc1",7.6e+08
"91be1260a84ab7fa3521c495",8.6e+08
"18c8dc4549d38c918af2972e",5.9e+08
"782b0fb8641849c2c34291e6",4.8e+08
"54933f8b33a4fd6f031ed5be",5.7e+08
"953176c9a901b4f61c030432",6.4e+08
"357e2add3d68167a4f3ce15e",6.6e+08
"90332d50e91925eb9b614bef",5.8e+08
"11723d1d472bf1a3fdd8b72c",9.3e+08
"01f8b6799e2910f7769db175",9.2e+08
"a0d5001f7dd42d7f0c91d2a9",5.2e+08
"d4439c35bcb88e1490916c67",6.1e+08
"4a73dad0ff8a5262e8b07c4b",7.1e+08
"3dd8085a65f24b497ea59557",9e+08
"39ef085809bc80e32e7b6af6",7.2e+08
"b98ee16e8fd7d1c75a9da13c",7e+08
"16deb26bf740fa61e258f545",8.7e+08
"732a3bd457d7798e1fd892f6",5.8e+08
"1376058cb128a1c7729cd2e9",5.9e+08
"cac7e7c3e13af91bdc7107e8",7.4e+08
"9f3dfa6e1422f6aeac527c61",6.5e+08
"4dd3d1288ccb66ee4fb9c097",9.1e+08
"15fb97d6a43731d61e95d004",5.6e+08
"dac29573163315edf99e0e7a",5.1e+08
"b93f2864087d41c3c92d43c3",6.5e+08
"cd4656aed92f5c0a0b6b7c0c",5.4e+08
"556210496090b42ac10cf1b8",4.8e+08
"762979729fb21e56a32ed14e",4.8e+08
"ea935b76abe664d5e2c4736f",4.9e+08
"40e9ef1e7c6749b7a8d04ea9",5.1e+08
"058265732a484ac8d5497f5c",4.4e+08
"6f52ea8340cdd283f9a79720",6.3e+08
"cafe7c1ee67458e05c84d5fb",8.1e+08
"3f45ed2f08a2b03b738fbb5e",5.6e+08
"f203b18854b75c4564d7a17d",6.9e+08
"d5333f639d11bc3ab073ed72",6.6e+08
"c14f644116669a160446a945",4.1e+08
"de585856ff546e00a5a4672e",1.63e+09
"7a80663cae7c191b5d025fa0",4.2e+08
"71f80198e68fbba902650b1a",4.3e+08
"f3523e0626df8cea803ead0f",8.4e+08
"619abd5f978b1573761be86d",9.4e+08
"17a2323b855e93533a9f09f2",5e+08
"38e8630f2c05ea38e2257c21",6.8e+08
"1e3798d739f85ee0e5a314ca",1.65e+09
"46d0544f411bbfb6b452858c",9e+08
"605e7a71eecb13b23ffca0c1",6.7e+08
"7515b37b7ae7c62f3dafbe7d",2.9e+09
"28be121ada9c9303be802474",1.53e+09
"331d54f8a1bd3dabce73d6d9",5.4e+08
"22d167639ccaace593dffa31",5.3e+08
"36cd68fc3ffab79fcaa340ab",1.99e+09
"db924733e88c361cdfab874a",3.46e+09
"64eea2e9a13a8edfe8ac7027",7.3e+08
"97fe6eeed892111bfa20255b",4.6e+08
"b54e6757829ac95e2076d954",7.3e+08
"dd59b8122458557041903207",6.5e+08
"b35c58fc1c05a77433025318",7.1e+08
"c41964afa164d8b75f8dbe92",5.7e+08
"96b3ea80cce599b68f96f86e",5.3e+08
"a4bc87ad4f1ad97c0a63d843",7.5e+08
"16e62269e6aa2ea052d05f71",6.6e+08
"518b37b51f824fa0fb5075d3",9.1e+08
"e083d83369cbc93fb94842a1",6.5e+08
"57deff02895d5286eda10d89",4.7e+09
"7ed35835fbe694bc237abe38",6.2e+08
"b48efa9ddf36e85164354f26",3.43e+09
"5910c9b29a1025bada93a5e1",7.5e+08
"10a650e8cb5425c97f08f68a",5.3e+08
"9e0feca2ec3043ae6f840631",6.5e+08
"35ce37bbecac6b164fa21e6c",6.6e+08
"c4955010d066e013812a85ea",1.16e+09
"d5a83c31bec18d1c3eb9af7d",2.42e+09
"70217bd08583854329722821",6.4e+08
"28e748e7aa0a447731e06706",2.62e+09
"27929c0a3e0fd2d6d2969e03",5.7e+08
"5c5ea0d8bae75e0a5c88414f",7e+08
"2233f50cf7b04791cf1ddeaa",6.4e+08
"bf430621f17dcaf17fb91ac7",5.8e+08
"d8dc9de06461e0220bc55906",6.2e+08
"d988975f8c4e6ee8fd8dc1e1",9e+08
"bab884e0f99df269805e83a4",7e+08
"8fa9b20af1508af7a01e2267",8.5e+08
"b6f195d44ddbe10b78b97191",4.3e+08
"2ab0eeac4a228d5769fb4365",8.2e+08
"347a4deda03bfdde6d1c163d",4.3e+08
"17230f18b30b94606fea047d",4.1e+08
"eab4ae491bbbe7b8ab107229",5.2e+08
"07c753474a847bf2bccd55b7",4.7e+08
"b7ce05400f0261743073e072",6.5e+08
"4a33d213841d2af537aa967a",6.4e+08
"04eb0b590ce7483c615b043b",9.6e+08
"a01a51af09a3dc387a18b58c",4.6e+08
"270b930a9e22d5016ffa4019",1.01e+09
"5ed1320fe84a518e267ff537",1.08e+09
"f04b574dc221473cfd616e22",5.3e+08
"6f7e390aa6135019dc5a828f",6e+08
"776d4a19fb3852fe6dcd3ddb",6.6e+08
"b7f164b79658952248866c34",6.5e+08
"aafeff5826516e363471e439",5.9e+08
"eba6a2b80a17a846ae560ece",5.2e+08
"90e62f8656ae504bf6175e0d",5.8e+08
"dc4331d09a1e36baaa6bde53",5.9e+08
"372d67ccb9d251e290891f0a",4.3e+08
"a7801c67a0ddd71c50ba38d3",4.5e+08
"e4d6b81f169cab8ea0244d75",5.1e+08
"cd5c6655243a4be0912bc92a",6.1e+08
"f7a7281a19733251134364fc",8.2e+08
"a716ec25a219961fbe90f367",1e+09
"8bd45966c16d4eafb49ee2a2",6.9e+08
"baabbdaa5e8f69fc90d303c1",8.5e+08
"8bed46960db1b2a7954ffbcb",8e+08
"dbc123f9502159d660f375ca",9.4e+08
"a4683facc81ccda10e9ae388",7.4e+08
"3a576586fa1aac85c2ffb75b",9.4e+08
"b1fb98d0ba25b21c6647d423",6.9e+08
"97fa4be3ed93c37c048f507c",5.4e+08
"cf184cc576effe39c0f857b8",4.5e+08
"784f67fcb2d009d352740ed1",3.9e+08
"f4d6ce332121f814aa663fca",6.6e+08
"c87ae84ef029febca1e633e8",4.8e+08
"e876c6fd9c161861fb92ad5a",7.6e+08
"9047c4764f2c6b1a10b87e99",9.1e+08
"234c94e9a248ae57bb5a0771",6e+08
"a49c2976ca4f24f3a6b622e3",4.7e+08
"ffc171cf73514bed077339a6",3.6e+08
"fba83f5feea2522888377066",3.6e+08
"1a593800d5785ecc36c25ead",5.1e+08
"ab157c9601861dc387a91b82",6.6e+08
"f87f8003f15b0fbc12609514",7.6e+08
"f44d035ea2b15b2c69d4da50",1.13e+09
"fc815b59cce7934f816f0502",6.2e+08
"32915b77ca68000ba9eed6d8",5.6e+08
"cb083fa7ff634f424a351840",7.1e+08
"4f3c7b9bc78f882f858b3d3a",3.9e+08
"53d33316e237830ad463a26b",6.8e+08
"f5d852e25d51377686c43bc8",4.3e+08
"64731b6eaf4fd2bb6c155013",7.1e+08
